hospital,content
╝╓иKд·┬х╢Eй╥,┼@дhдHн√л▄┐╦д┴бA╣∙┬хоvл▄ж│н@д▀л▄▒M╖~бAеi▓т┼ез┌к║╗▌иDбAжA╡╣з┌л▄жnк║╕╤иMдшо╫бA┼¤з┌л▄йёд▀зтз┌│oдfд·╛жбAец╡╣╣∙┬хоv│B▓z_^_^мOжьм№дk┬хоvо@_^_^
╝╓иKд·┬х╢Eй╥,╢¤╢¤░▓д·▓ц╕и╗▌нл╖s┬Hж^еhбAж]нш╖hиьдK╝wиSжhд[? жb║Ї╕ЇзфдF╝╓иKд·┬хбA ж]▓─д@ж╕м▌╗▌▓{│ї▒╛╕╣╡ел▌бAиьдF▓{│ї╗бжbзO╢б╕╦к║░▓д·бA┬Hж^еh╗▌нnзўо╞╢O200д╕бAд▀╖Qж╤дHоaиS░▓д·жYкFжшдгдшлKбA┤N╡к└│м▌╢E┬H░▓д·бAиьдFнS┬хе═м▌╢Eзя╗бнn500д╕бA║йд╤╢├│█╗∙иSж│д@н╙╝╨╖╟бA┬хе═┴yпфиьдгжцбAе└┐╦░▌жpкG┬Hж^еhм∙пр╝╡жhд[бAлD▒`дгн@╖╨ж^дгк╛╣Dнnз┌н╠ж^ньи╙д·┬хеhз╦бAжpдгмO╖hоaлч╗Є╖|дгжbньи╙к║д·┬хм▌бAнnи╙│o│Q╢├│█╗∙бAм▌╢E║Aл╫м█╖эоtлl┤cжHк║д@╢бд·┬х
╝╓иKд·┬х╢Eй╥,дзлe╡╣╣∙┬хоv╕╔д·бA╡▓кGжoе■╡{│гжb╕ЄзU▓z┼@дh▓сд╤бAдj▓спS▓сбI▓сиpи╞бA▓с┤юк╬бIбI┤N│sе╬жnдFбAд]иS╗бе╬дFд░╗ЄбHзєиS╗бе╬жnдFбIо`з┌╢╠зджb╢E└°┤╚дW к╜▒╡┤N╣wм∙дUж╕ж^╢EбAд]иS╗бж^╢Eнn╖F╣└ н╙дH─▒▒o│o╝╦л▄дг▒M╖~бIдUж╕└│╕╙дг╖|жAеhбIбIбI
╝╓иKд·┬х╢Eй╥,"▒└┬╦╢└┬хе═╕Є░|к°_
╡┤╣ядгнn╡╣╣∙┬хе═б]дkе═б^м▌
з┌╢¤11дыеh╡╣жo╢ёк║│Eд·д]йчxе·
╕╙кv└°д]иSкv└°жn_еuд@к╜еsдHнn░╡░▓д·бAд]иSзiк╛дw╕g╡oквл▄─YнлдFбIбI
з┌н╠дг▒M╖~┤Nнn╛a┬хе═и╙╕Єз┌н╠╗б_о`▒oз┌╢¤╕┴║█▓╒┬┤квбIбIбI"
╝╓иKд·┬х╢Eй╥,"з╞▒ц╢Q░|прзт╣як║дHйёжb╣як║жь╕mбA
дг╡M╖|п{й█╡PбKбK┴┬┴┬"
╝╓иKд·┬х╢Eй╥,┴{о╔▒aдpл─еh└╦мdд·╛жбAнЇнЇ╡╣╖P─▒ж│┬I╗┼╗┼к║дk┬хоvм▌бAйfйf╡╣│п┬хоvм▌бA│п┬хоvл▄┐╦д┴еJ▓╙бAн╙дH─▒▒o╝╓иKдг┐∙бAдUж╕╖|жAеhбI
╝╓иKд·┬х╢Eй╥,┬хе═л▄ж│н@д▀дS┐╦д┴бAз┌оa┬∙нMнLи╙╢юмtбAд@╢}йlйfйfн·╡█дг┤▒зд╢E└°еxбAлси╙┬хе═╡╣йfйfо│м▌д·╛жк║┤╬╕╦дp├шдlбAйfйfл▄жnй_░идW░▒дюн·н·бAдW╢E└°еxлсд@╢}йl└░дpл─д@┴√┴√╝╞д·╛ж╢╢лKм▌д·╛ж▒бкpб]╞Zпрйё├Pдpл─з┘д▀к║б^бA╡Mлс╢}йl├ф║┘╞g├ф╢юмtбA╡▓зЇ╡╣дp╢Kп╚бAл▄╞gк║┬хе═бAеHлс┤NйTйw│o╢бдFбI
╝╓иKд·┬х╢Eй╥,дj▒└╢Wп┼дj▒└│щ....пр┼¤г╕н╙1╖│2н╙дык║дpл─лD▒`и─дSл▄░tжXк║╢юмtз╣е■дгн·╛xбAжAдги╙│o┴┘преhн■йO??
╝╓иKд·┬х╢Eй╥,┬хоvл▄▓╙д▀е╬д▀ ╕╠н▒дHн╠│гл▄╖┼мX▒M╖~ д║оe╕╦цC┼¤дHйё├P мOд@╢бо╔й|дSдгев▒M╖~к║д·┬х╢Eй╥
╝╓иKд·┬х╢Eй╥,┴Ў╡MиCж╕│гн·к║▓X├w╝M░╒к║ж¤┬хе═┴┘мOл▄ж│н@д▀к║жw╝╛з┌
╝╓иKд·┬х╢Eй╥,┬хе═л▄┐╦д┴ж│н@й╩бAз▐│Nд]л▄жnбZ
╝╓иKд·┬х╢Eй╥,┬хе═з▐│N╢Wп┼жnбIдSпр╡╣зA▒M╖~дSж│и}д▀к║л╪─│бIе┤│┬├─д@┬I╗─│┬╖P│гдг╖|ж│бI╡╬кAйёд▀м▌д·┤Nнnи╙╝╓иKбI
╝╓иKд·┬х╢Eй╥,иCн╙┬хоv│гл▄┐╦д┴бA┬х│N░кй·бC
╝╓иKд·┬х╢Eй╥,"┬хе═лD▒`ж│н@д▀бAл▄▓╙д▀д]л▄╖┼мXбA╕╔д·о╔4╖│к║ирдlе■╡{│гл▄йё├PбAз╦з╣┴┘╕Єз┌╗бл▄╡╬кAз╣е■дг╖|╡hXD
┼@дhд]л▄┐╦д┴бAж│дp─_ийо`й╚м▌д·к║еiеHи╙│oм▌бAдj▒└│с_"
╝╓иKд·┬х╢Eй╥,┬хе═л╙з▐│Nжnире┤│┬├─дг╖|╡h!!!
╝╓иKд·┬х╢Eй╥,┬хе═┐╦д┴ кA░╚╢Wжn дj▒└!!!
╝╓иKд·┬х╢Eй╥,"┬хе═л╙дS▒j
дH╢Wniceк║"
╝╓иKд·┬х╢Eй╥,┬хе═л╙з▐│NдSжnбAдjоч╢щжa░╧м▌д·┬хн║┐я
╝╓иKд·┬х╢Eй╥,оч╢щпuк║мOзAк║еD│їбAж│и║ж╠нЇк║fuбI
ої┬╫д·┬х╢Eй╥,┤╙д·│B▓zк║л▄еJ▓╙бAй▒д║┤N╛╓ж│з╓│tк║3D╛ж▒n╛ў╛╣бAдге╬╡е░eеє╕`м┘и╙ж^к║ж╕╝╞бAд]дге╬╛сд▀йeе~╝t░╙ж]▒╡│цжh╗░о╔╢бй╬ецдe╖PмVбC
ої┬╫д·┬х╢Eй╥,лD▒`▒M╖~бAиCж╕╖Qиьм▌д·┤Nл▄ог─▀бFжbої┬╫лoпржwд▀▒i╢}╝LбAп║оe║бн▒к║ж^оaбC
ої┬╫д·┬х╢Eй╥,▒M╖~бAкA░╚┐╦д┴бA└Ї╣╥│]│╞░о▓bбA▒qеxе_дUи╙░╡д·╛ж┴Bе┐л▄н╚▒oбC
ої┬╫д·┬х╢Eй╥,╖экь┐я╛▄ил╢iеhмO╣як║бAд·╛жз╦жnдFбAл▄║б╖NбC
ої┬╫д·┬х╢Eй╥,╞g│сбI ╢Kд▀к║кA░╚ !
ої┬╫д·┬х╢Eй╥,│▀┼w│o╕╠░о▓bй·лGк║└Ї╣╥__нл┬IмO┼@дhйM┬хоvн╠бA│гл▄▒M╖~йM╢WniceбIж│░▌├D╖|н@д▀ж^╡к~└°╡{╡▓кGд]│гл▄║б╖N_бI_
ої┬╫д·┬х╢Eй╥,"╞gбIбZ
╖|жA▒└┬╦┐╦кBжnд═еhк║жn╢Eй╥бI"
ої┬╫д·┬х╢Eй╥,"┼@дhдpйj║Aл╫оt,▓{│їйM╣q╕▄╕╠│гл▄дгн@╖╨,дг╖|жAеhдF"
ої┬╫д·┬х╢Eй╥,кA░╚еJ▓╙бA║Aл╫┼щ╢KбA▒└┬╦!!
ої┬╫д·┬х╢Eй╥,з┌оaитн╙─_ий│ги╙┐╜┬хоv│o╕╠м▌д·бA╕╤╗блD▒`▓M╖беJ▓╙~дHдS┐╦д┴~┼¤дHл▄жwд▀бI
ої┬╫д·┬х╢Eй╥,╢W▒└│o╕╠▒M╖~┐╦д┴к║д·┬хоvйMд·з▐оvбA└Ї╣╥д]л▄┼¤дHйё├PбAкA░╚д]┼¤дHжwд▀~бIбI╖P┴┬┐╜┬хоv└░з┌зфж^ж█лHбAм@▒╧дFз┌к║к∙н▒(б┘_б╪)/
ої┬╫д·┬х╢Eй╥,"┐╦д┴╖┼─╔╢W╞gк║дj▒└бA
з┌дjдkирй~╡M╗бжoд]нnм▌зr_
┬╜е╒▓┤дFз┌бAлвлв "
ої┬╫д·┬х╢Eй╥,│o░}дl░╡дF┤╙д·дт│NбA┐╜┬хоvлD▒`▒M╖~д]л▄┐╦д┴бA┼¤з┌д@┬I│гиSж│║Є▒i╖P~дт│Nлск║┼@▓zд]л▄иьжь~▒└бI
ої┬╫д·┬х╢Eй╥,╢Eй╥кA░╚║Aл╫жnбAе[дW┐╜┬хоvк║з▐│NбA┼¤з┌║б╖Nе[║б╖NбAл▄жnк║д@╢б╢Eй╥бI
ої┬╫д·┬х╢Eй╥,▒└┐╦д┴дS▓╙д▀▒M╖~к║┐╜┬хоv^^░╡з╣┤╙д·лсбAп╩д·╕╔╗ЇдFбIж█лHдSж^и╙н∙~^^~
ої┬╫д·┬х╢Eй╥,▒└ої┬╫╣╬╢дбIбI┐╜┬хоvдгж¤▒M╖~дSл▄┐╦д┴бIбIмnдCзсдKк║д·╛ждw╕g┴Bе┐ж│еbж~дFбA▓{жb╛у╗ЇжnжhбA┤┴л▌о│дU┴Bе┐╛╣к║о╔н╘бIбI╞g╞g╞gбIбI
ої┬╫д·┬х╢Eй╥,▒└┐╜┬хоvжnз▐│NбIбIдзлeж╤ки░╡д·╛Ї10жhж~бAж¤д·╛Ї│Bпk╡hдг╡╬кAбA╕g╣L┐╜┬хоvдздтбAзт│Eд·о│░о▓bбAзяе╬е■▓бзў╜шбA▓{жbж╤ки│г┤▒┼Sд·п║╢}бIбI╢W▒└к║бIбI
ої┬╫д·┬х╢Eй╥,"▒M╖~з▐│NжnдS┐╦д┴к║╣╬╢дбZ
еHлс│ги╙│oоaкvз┌к║─ъд·дFбZбZбZ"
кY┤нд·┬х╢Eй╥,"░|к°┬х│N░кй·, еJ▓╙╕╤─└, кv└°╣L╡{┼¤дHйёд▀, ."
кY┤нд·┬х╢Eй╥,┬хе═│г┴┘дг┐∙бAж¤┤Nдгк╛╣DзU▓zйM┬dеxк║║Aл╫иьй│мOж│д░╗Єдj░▌├DбHмO╡╣┬хе═м▌дSдгмO╡╣жoн╠м▌бAиьй│дWпZжbдг╢}д▀д░╗Єк║бH
кY┤нд·┬х╢Eй╥,┬dеxдpйj║Aл╫л▄оtбAдfоЁдгжnбAдSл▄╖|▒└╛P│╠╢Qк║░▓д·
кY┤нд·┬х╢Eй╥,"иCн╙┬хоv│гж│д@йwк║дЇ╖╟лD▒`к║┤╬бA
╖э╡MбA
з┌│гмOзфз┌к║кBд═_
зdн╫╝z┬хоv йMкЇкY╣F░|к°бC"
кY┤нд·┬х╢Eй╥,еLн╠мOл▄п┬▓bк║дH ┬х│N░к╢Wн@й╩╡┤и╬бAбAбAбAбC
кY┤нд·┬х╢Eй╥,д╙┤╬дF пu└uиqбIбI
кY┤нд·┬х╢Eй╥,"зd┬хоvл▄▒M╖~,м▌╢E╣L╡{л▄╢╢║Z,е╝и╙з┌ж│╗▌нnзє▓`дJк║╣│┤╙д·м▌╢E,╖|ец╡╣│o╕╠бC"
кY┤нд·┬х╢Eй╥,дk┬хе═л▄┤╬бCбCбCбCбCбC
ж╠╝╓д·┬х╢Eй╥,▒i┬хоvл▄▒M╖~д]л▄▓╙д▀бAй▐┤╝╛ждг╖|╡hбCзU▓zдpйjд]л▄▓╙д▀бA╣яйєй▐д·лск║к`╖Nи╞╢╡┴┐╕╤▒oл▄▓M╖б
ж╠╝╓д·┬х╢Eй╥,┬хоvл▄▒M╖~
ж╠╝╓д·┬х╢Eй╥,"ж¤бA┬d┬iдpйjдfоЁ_║Aл╫дг│▀┼w
д@к╜┤г┐Ї░╡д·╛жнn▒aк║┐·
мJ╡MиMйwнnжb╢Qй╥│B▓z
д]иSж│д@ж╕йьдэ
дгнn▓┤╖·еu│╤дU┐·жnдгжnбH"
ж╠╝╓д·┬х╢Eй╥,▒i┬хоv└░дkирм▌д·╛жл▄▓╙д▀бAд]╖|╕╘▓╙╕╤╗биCн╙иB╞JбA┴┘д@├фйMдkир▓сд╤бA┼¤дkириSи║╗Є║Є▒iбA║тмOл▄жnк║д@ж╕м▌╢E╕g┼чбC
ж╠╝╓д·┬х╢Eй╥,"з┌жbж╠╝╓ м~д·бB╕╔д·бA─mеXдFз┌▓─д@┴√┤╝╛жж]м░з┌йёд▀
ж╠╝╓дгмO▓─д@оaл╪─│з┌┴Bе┐д·╛жк║╢Eй╥
ж¤з┌иMйwжbж╠╝╓ ж]м░з┌пuк║л▄йёд▀ ж╠╝╓л▄▓╙д▀"
ж╠╝╓д·┬х╢Eй╥,еHлe┼езOдH╗бй▐д·л▄╡h╖|╕~бAеbж~└╦мdд·╛жо╔╢биьбAд╡д╤▓─д@ж╕еh┬хе═┼@дhк║║Aл╫┼¤з┌л▄йё├PбAз┌к╜▒╡╗би║┤╝╛жеi╢╢лKй▐╢▄бH┤N│o╝╦─mеXз┌▓─д@ж╕й▐д·бAз╣е■дг╡hд]иS╕~бA┼¤з┌з╣е■иS╖P─▒ж│й▐д·
ж╠╝╓д·┬х╢Eй╥,"┬хе═м~д·┼¤з┌╖PиьлD▒`╖┼мX
д@┬I│гдг╖|дг╡╬кA"
ж╠╝╓д·┬х╢Eй╥,д╡д╤▒a2н╙дpдpл─еh╢юмtбA┬хе═лD▒`ж│н@д▀бA╖|е¤д╢▓╨╛╣иу┼¤л─дl╝Ї▒xбAн░зCог─▀бAпuк║лD▒`┴┬┴┬┬хе═к║е╬д▀бA╡▓зЇлс┴┘прк▒йтйт╝╓бA│oмOлD▒`┤rз╓к║м▌╢E╕g┼чбAд]╖P┴┬┼@▓zдHн√к║┐╦д┴бA┼¤─_ийн╠дгжAог─▀м▌д·┬хбC
ж╠╝╓д·┬х╢Eй╥,"ирдl4Yм▌д·┬хк║╕g┼члD▒`жnбA
дpйjйM┬хе═│г╢Wж│н@д▀,
╖|┴┐╕╤иCн╙иB╞JбA
┼¤дpдpл─л▄▓M╖б┬хе═к║дUд@иB░╩з@мOд░╗ЄбA
╡Mлсж│йтйт╝╓еiеH└Є▒oдp┬зклбI"
ж╠╝╓д·┬х╢Eй╥,├Q┬хоvл▄┐╦д┴л▄▒M╖~ ░╡еXл╪─│еOдHл▄▓M╖бл▄жwд▀ жb├B║бк║кмкpдUдS└░з┌е[╢E пuк║л▄╖P┴┬┬хоvйM▒╛╕╣дpйjк║└░жг
ж╠╝╓д·┬х╢Eй╥,┬хе═╕Є┼@дhдpйjдH│г╢WйM╡╜╢Wж│н@д▀к║
ж╠╝╓д·┬х╢Eй╥,"├Q┬хе═л▄еJ▓╙жaм▌╢EбK
│\┬хе═ж^┬kдFдSжhд@жь┬хе═┼o"
ж╠╝╓д·┬х╢Eй╥,▒iз╗╖ь┬хоvдгеuз▐│NжnбA╛ун╙м▌╢E╣L╡{│глD▒`┐╦д┴бA┼¤дHд@┬I└гдO│гиSж│бAифеL┬х┼@дpйjк║кA░╚║Aл╫д]лD▒`┤╬бC┴┬┴┬бC
ж╠╝╓д·┬х╢Eй╥,"▒zжn
▒zк╛╣Dп╗╡╖╣╬лЎ╞gдH╝╞к║жh╣шбA╖|╝v┼T┼Uл╚╣я▒z▒M╖~к║лHеЇ╖P╢▄
жPо╔жnк║┬х│N│z╣LдшкkбA┤Nпр┼¤зєжhдHк╛╣D
з┌н╠еiеH╡u┤┴д║└░▒zй▌оi║Ї╕Їк╛жWл╫! ╝Wе[дHоЁд╬жмдJ! жим░╖j┤M▒╞жW▓─д@!
з┌н╠еiеHиєзU▒z
б╣└░зU▒zк║п╗╡╖╣╬╝sзiл┼╢╟иь╕UдHеHдWп╗╡╖╣╬~
б╣п╗╡╖н╢▒M┬╛еN║▐,╖~░tдх+еN╛P
б╣Lineжц╛Pиt▓╬ (ж█░╩░l┬▄бB╢Kдхжц╛P)
б╣FB║ы╖╟жW│цжм╢░+╡o░e
б╣└░зU▒zк║FBп╗╡╖╣╬╝Wе[3000жW~10╕UжWп╗╡╖!
б╣╝Wе[▒zFB п╗╡╖н╢дн┴√мP╡√╗∙д╬пdие!
б╣ └░зU▒zк║п╗╡╖╣╬е┤еdж╕╝╞ (жим░╝Ўк∙╖j┤Mжa╝╨)!"
ж╠╝╓д·┬х╢Eй╥,"жpкG▒z╣ядWнzк║жц╛P▒Mо╫ж│┐│╜ь
╖Qзє╢iд@иBк║дF╕╤╕╘▒б
┼wкя┴p╡╕мв╕▀бAз┌н╠▒N╢iд@иB╕Є▒z╕╤╗ббG
б╖дт╛ўбG0910-946363
б╖LINEбGopendoor123 (е[LINE┴p╡╕дё╕√дшлK)
б╖┴p╡╕дHбGapple
б╖ж│░ў╞g╝╞жь╛ужXжц╛P╣╬╢д
е°╖~бDй▒оaбDжWдHп╗╡╖╣╬├zмїк║п╡▒KкZ╛╣!"
ж╠╝╓д·┬х╢Eй╥,"┴Ў╡Mжb▓@╡Lд▀▓z╖╟│╞к║▒бкpдUмЁ╡MиMйwнnй▐┤╝╛ж
ж¤мOд]пuк║л▄┴┬┴┬▒iз╗╖ь▒i┬хе═│o╗Єн@д▀жa└░з┌░╡з╣дpдт│N
нье╗л▄й╚╡hй╥еHл▄й╚й▐┤╝╛жк║
ж¤мO┬хе═╖|д@к╜╕Єз┌╗б╕▄┼¤з┌╜w╕╤║Є▒i
д]╖|н@д▀зiк╛бB┴┐╕╤з┌к║кмкp
иь▓{жbдw╕gй▐з╣▓─д@д╤╣LеhдF │г┴┘иSж│еЇжєдг╡╬кA
м╞ж▄д]┤XеGдглч╗Є╡h
пuк║л▄и╪кA┬хе═д]пuк║л▄╖P┴┬┬хе═┴┘ж│╢Q╢Eй╥к║кA░╚
дj▒└ (Y) з▐│NжnкA░╚жn !!!!"
ж╠╝╓д·┬х╢Eй╥,├Q┬хоv┐╦д┴з▐│NжnбZбZбZ
ж╠╝╓д·┬х╢Eй╥,"кA░╚┐╦д┴дзе~бA│╠_│╠нлнnк║мOз▐│Nжn_
дj▒└░┌"
ж╠╝╓д·┬х╢Eй╥,┬хоvл▄┐╦д┴ л▄┤╬
ж╠╝╓д·┬х╢Eй╥,пuк║мOд@оaкA░╚┐╦д┴к║╢Eй╥
м_│№д·┬х╢Eй╥,з┌еuпр╗бз┌└│╕╙нnл№йwм_┬хоv_д]│\┤Nдг╖|й▐н╙дpд·╡hжn┤Xд╤_з┌з╘дF3д╤и№дгдFпk╡hз╣е■иSж│┤ю╜wж╙ж█дvж^╢E┬хе═┴┘╗б╡hмOе┐▒`к║_╗бмOжPд@▒°пл╕gе╗и╙┤N╖|╡h_з┌лч╗Є╖|дгк╛╣D╖|╡h_ж¤│oдг╕╙╡h│o╝╦д[_лси╙дSз╘дF2д╤з┌д~еhифеL╢Eй╥м▌╢E┬хоvг╕м▌┤Nк╛╣D░▌├Dжbн■_е▀иш└░з┌│B╕m┤N┤ю╡hдFд@дjеb_│sдю╡h├─│гиSж│жY_╣я│oж╕┬хе═к║║Aл╫╕Є│B╕mлD▒`ев▒ц_
м_│№д·┬х╢Eй╥,"з┌╡╣дFд@┴√мPбGл▄дг│▀┼w
мOж]м░┬d┬iж│д@жьдp▓┤╖·нDнDк║┬d┬iдHн√бAдглdк║╝L┴yбA║Aл╫л▄дгжnбAеhдF┤Xж╕бAиCж╕░▌д@дUи╞▒б┤Nдгн@╖╨бAз┌мOеhм▌╢EдгмOм▌зA┴yжтк║бA╣ч─@еhдд├cд]дг╖|╖QжAеhдFбC"
м_│№д·┬х╢Eй╥,└Ї╣╥░о▓b╡╬кAбAнлнnк║мO│п┬хоvдH╢Wжnк║бAдSж│н@д▀бA┼@дhдpйjкA░╚║Aл╫д]л▄жnбA┴┘╖|╕Є┤┼┤┼к▒йOбAн╚▒o▒└____
м_│№д·┬х╢Eй╥,м_┬хе═л▄╖┼мXбA┼@дhн╠│гл▄┐╦д┴бAдTн╙─_ийд@┬I│гдго`й╚м▌д·┬х^_^
м_│№д·┬х╢Eй╥,┬хе═м▌╢EеJ▓╙бAд]лD▒`жnбCж¤мOмY┤XжьзU▓zдpйjк║║Aл╫лD▒`к║оtбA╕▀░▌░▌├Dо╔ж^╡кк║╖P─▒жn╣│жbй┌╡┤зAм▌╢EлD▒`дгн@╖╨бAинм░ ┬х└°дHн√дгпр┼щ╜╠пfдHк║пf╡hбAлD▒`к║оtлlбCеiпр┬хе═│гжb╕╠н▒м▌╢EбAй╥еHи├дг▓M╖бзU▓zдHн√к║║Aл╫зaбI┬хе═к║ж│└uи}┬х│NбAж¤▓─д@╜u▒╛╕╣зU▓zдHн√лo║Aл╫лD▒`оtлlбA╕█д▀л╪─│┬хе═преJ▓╙╝f╡°зU▓zдHн√к║║Aл╫бC
м_│№д·┬х╢Eй╥,м_┬хе═м▌╢EеJ▓╙бAж^╡к╣ъжb
м_│№д·┬х╢Eй╥,з┌мOнл┼ек╠бAм_д·┬хд╬┼@дh│г╖|л▄▓╙д▀к║жbз┌ж╒├ф┴┐╕▄бA┼¤дH║█д▀!кA░╚║Aл╫д@мyбA│]│╞е¤╢iд╞бA║√д@к║п╩┬IмO┬d╗OдpйjиSж│п║оeбAеtлn╢╒нл╣║░╧бAдд▒e╕ЇеHлnл▄жhжэе┴й|дгк╛ж│м_д·┬х╢Eй╥бAжp║~дf╡єбAд╤мz╡єк║жэе┴│гй╣дsеJ│╗к║д·┬х░|╢]бAл╪─│жbдgжaд╜й╬лn░╧7~11е[╕╦╝sзi╡PбAд╡жн▒═дHеh╕╔д·ж│╕Єм_┬хоv┤г╣L╜╨░╤ж╥~
м_│№д·┬х╢Eй╥,з┌д╡д╤▓─д@ж╕▒aирдlеhй▐д·бA┼@дh╕Є┬хе═│г╢Wж│н@д▀к║бAкA░╚д]╢WжnбA░▌┬хе═░▌├DбAд]╢Wж│н@й╩к║ж^╡кйpбA└Ї╣╥д]дг┐∙бAдг╖|┼¤дHж│о`й╚м▌д·┬хк║╖P─▒~
м_│№д·┬х╢Eй╥,┬хоvз▐│N╢W╕sбA║Aл╫йM╡╜бA│]│╞╖s┐oе¤╢iбAмO│╠жnк║┬х└°┐я╛▄
м_│№д·┬х╢Eй╥,дpдkир4╖│бAе╤йєе¤лe╢юмtо╔│Q╕i╕jдт╕}бAж│м█╖э─Yнлк║м▌д·ог─▀бA┤л╣Lдд├cжUоaд·┬х╢Eй╥бAдгмOнn╕j┤NмOнnиD╡╬пv(│┬╛K)кv└°бAл▄йп╣Bжaзфиьм_┬хоvбA╕╤иMдFдpл─╣я┬х└°жцм░к║ог─▀бAм█╖э╖P┴┬м_┬хоvбAд]▒└┬╦╡╣▒zбAдд├c/ен┬э│╠┤╬к║д·┬х-м_│№д·┬хбC
м_│№д·┬х╢Eй╥,┬хе═л▄┐╦д┴бAз┌оaдpкBд═нье╗л▄▒╞е╕д·┬хоvк║бAж¤мOм_┬хоvк║┐╦д┴┐─д╞дFжoк║д▀и╛бC
м_│№д·┬х╢Eй╥,╡╬кA░о└Rк║└Ї╣╥бA┬хе═┼@дhм╥л▄ж│┬з╗кд╬┐╦д┴
м_│№д·┬х╢Eй╥,│]│╞л▄е¤╢iбAе■дf360л╫╖╙Xе·бA10мэ┤Nк╛╣Dд·╛ж▓{кpйOбI
м_│№д·┬х╢Eй╥,│]│╞╖s┐oдS┐╦д┴н╚▒oлH┐рк║┬хоvбI
м_│№д·┬х╢Eй╥,┬хе═▒M╖~дSеJ▓╙бA╢W╞g
м_│№д·┬х╢Eй╥,╢Wп┼и}┬хк║╢Eй╥ ╖э╡MнnлЎ╞g
м_│№д·┬х╢Eй╥,└Ї╣╥╖┼─╔╡╬кAбB┬хоv╢Wж│н@д▀╕╤╗б▒wк╠к║░▌├DбB╗Ў╛╣жn┤╬бA▒wк╠е¤е╬╗Ў╛╣╖╟╜T╖╙еX▒w│BжA▒╡и№кv└°бCино╟┴┘ж│м№─Rк║дp┼@дhо╔о╔╖╙┼UнCбI╖P─▒м▌д·дгжAог─▀д╧ж╙мOи╔и№о@бI╞g░╒бI
м_│№д·┬х╢Eй╥,"└Ї╣╥▓Mл╒,з▐│N╢W_,кA░╚┐╦д┴бI"
м_│№д·┬х╢Eй╥,┬хоvж│н@д▀бB┐╦д┴бAзU▓z╖┼мXбBм№─RбF│]│╞╖s┐oбA╛╣▒ёо°мrз╣е■бB╜├е═бAд@дHд@оMбC
м_│№д·┬х╢Eй╥,еiеHл▄йёд▀к║зтж█дvк║д·╛жбB╜╨еL└░жгкv└°бI
м_│№д·┬х╢Eй╥,┬хоv┬х│Nи╬дSж│н@д▀бAдpйjд]л▄Nice! дj▒└~
м_│№д·┬х╢Eй╥,ж│д·й▐иь╡Lд·бDж¤мO├aк║░╒
м_│№д·┬х╢Eй╥,┬хоv│гл▄е╬д▀╣ял▌пf▒w
м_│№д·┬х╢Eй╥,┬хоvл▄ж│н@д▀│сбI
м_│№д·┬х╢Eй╥,╜╨░▌4/4ж│м▌╢E╢▄бH
жV╝╓д·┬х╢Eй╥,┬хе═┬х│Nз▐│Nжn!й▐д·│гдг╡hбA│┬├─░hд]дг╡h
жV╝╓д·┬х╢Eй╥,┬d┬iдpйj┐╦д┴ж│┬з╗кбA└Ї╣╥дpж¤╖┼─╔бAм▌╢EжbдG╝╙ж│┴Їиp╖PбA┬хоvж~╗┤з▐│NжnбA░идW╡o▓{░▌├DбA│B▓zз╓│tдS╡L╡h!▒└┬╦!
жV╝╓д·┬х╢Eй╥,д·┬хл▄┐╦д┴бAй▐┤╝╛жз╣е■дгжPбAж^еh╡е│┬├─░hдFд]│гдг╡hбI╢W┤╬к║ :)
жV╝╓д·┬х╢Eй╥,╣ядpкBж│н@д▀дS┐╦д┴бA┼¤дpкBд═дго`й╚й▐д·
║√жh─Rд·┬х╢Eй╥,╜▒┬хе═л▄╖┼мXбAм~д·л▄еJ▓╙дpд▀бAй╚╡hеiеHзфеLбC
║√жh─Rд·┬х╢Eй╥,"йP┬хоvмOпл░┌░┌░┌░┌░┌бIбIбIбIбIбIбIбI
дд├c│╠▒jд·┬х╢Eй╥"
║√жh─Rд·┬х╢Eй╥,"┬хоvл▄▒M╖~д]л▄е╬д▀бAд·зUл▄┐╦д┴
╛у┼щ└Ї╣╥д]л▄niceбC
дUж╕┴┘╖|жAи╙бI"
║√жh─Rд·┬х╢Eй╥,┬хоvбA┼@дhл▄┐╦д┴╖┼мX~
║√жh─Rд·┬х╢Eй╥,кA░╚┐╦д┴бA┬хе═▒M╖~бC
║√жh─Rд·┬х╢Eй╥,┬хе═йM┼@дh│гл▄╝Ўд▀дSеJ▓╙
║√жh─Rд·┬х╢Eй╥,"╝B┬╘╝z┬хе═ пuк║л▄ж│н@д▀нЄбI
┴┬┴┬╝B┬╘╝z┬хе═ бI"
║√жh─Rд·┬х╢Eй╥,Niceк║└Ї╣╥┼@дh╗P┬хе═бAдUж╕жAи╙ж^╢E
