name,content
,"後來她找到了桃園市的""陽光聯合牙醫診所"" 我也帶兒子去過了 其實若您不嫌遠 我真的大力推薦這一間""陽光聯合牙醫診所"" 我上次帶我兒子(2歲8個月)去塗氟 檢查之後發現門牙有稍微的蛀牙 這位李明純女醫師真的極度有耐心 慢慢引導小孩進入狀況 每項要放進嘴巴內的器具都先讓小朋友看看摸摸 讓他們不那麼害怕 看完診之後 把醫生手套用沖牙機吹成氣球給孩子玩 我兒子超愛她的 要不要去那裡試試看呢？ 相信會值得的.............. 地址：桃園市經國路234號1樓 電話：03-316-1196 網址：www.e-sunshine.com 李明純女醫師 參考資料 我帶兒子去過囉"
,"我推薦中壢市龍東路上隆豐牙醫的蘇醫師,蘇醫師人脾氣好,經驗豐富,會站在為病人好的立場治療,我很信任他的為人和醫術,你可以參考看看. 看診最好要預約,病人滿多的. 電話:03-4661634"
,"我個人拔智齒的親身經驗,我推薦: 中壢市龍東路 隆豐牙醫蘇醫師 參考資料 自己"
,"我知道中壢有一家""隆豐牙科診所"" 裡面的""蔡婉如""醫師是矯正的專科醫師 你可以先去那評估看看 費用都是分期付款的 她看診的時間 可以先打電話詢問 03-4367671"
,中壢市龍東路上的隆豐牙醫~蘇醫師~~人好又有醫德~大力推薦
,"中壢市龍東路上的隆豐牙醫蘇醫師是一位經驗豐富的醫師,他會站在為病人好的立場來處理牙齒的問題,該診所的收費我覺得是還好,不是最低價也不是最高價,重點是醫師真的很好,你可以參考一下. 不過他病人滿多的,最好先電話預約:03-4661634"
,中壢有一家風評很好的牙醫 Sogo附近 新生路301號 新生牙醫診所 醫師人很好 重點是技術非常厲害 只是人很多，第一次去沒預約.......要有耐心等待
,"建議你去中壢新生路301號的新生牙醫診所 ( 在sogo一館旁 ),不管是巫醫生 ( 經驗很豐富,不是巫醫喲 ) 還是沙醫生 ( 女醫師 ) 都很不錯,第一次去是因為家附近的家醫診所推薦. 我家女兒超怕痛的,但是去那兒感覺醫生技巧都還不錯,看完還會 "" 收買人心 "" 給小朋友玩 "" 戳戳樂 "" 換小禮物....還有掛號費大人100,小朋友不知是4歲還是5歲以下只要50元,現在已經很少見了,一般掛號費多為150元吧. 不過看診的病患很多,建議可以還是在上班時間去,不要晚上去. 參考資料 自己的經驗"
,我之前是在中壢一家新生牙醫診所拔的 醫師技術不錯 我的智齒也是長得很歪 雖然不容易拔 但是醫師蠻厲害的 你可以去試試看 在Sogo附近新生路上 好像蠻有名的 應該很好找
,"謝謝大家的意見~~我自己有找到一間不錯的牙醫診所 在中壢高中斜對面叫 新典美學牙醫診所 地址在中壢市三光路60號1樓 電話:03-4911668 那間牙醫裝潢上和醫療設備算的上是中壢地區頂級的 醫生和護士服務和技術都很不錯 我進去都還要換拖鞋呢... = ="" 我是上個禮拜去做根管治療 給一個女醫生看的 醫生名字叫胡玉珊 醫生還是台大醫學系醫師喔 至於費用每間牙醫都依樣是 掛號費100+部分負擔50=150 總之推薦給大家就是囉^^"" 還有他的網站 http://www.beautysmile.com.tw/"
,新典美學牙醫診所 中壢市三光路６０號１樓　（有停車場） ０３－４９１１６６８ 推薦夏醫師 參考資料 我自己
,第一...亞緻牙醫診所或是新典美學牙醫診所.... 女醫師....胡玉珊醫師..她很年輕...態度很好...技術不錯...很細心... 因為她兩家診所都有看診...所以...你可以查一下她的看診時間.. 據我所知...她星期四是在新典美學牙醫診所(在中壢高中斜對面三光路上)... 男醫師...夏光宇醫師...對病患超好...連約診都會自己跟病患約... 以上兩位皆是台大畢業的牙醫師
,中壢桃園的植牙比較便宜喔~差不多七萬吧! 我記得我有朋友在台北植牙，他說要八萬~ 我阿公是去中壢的新當代牙醫診所 我記得院長宋志豪醫師他還有另一家是當代牙醫診所 然後專門在植牙的是在新當代牙醫診所 離的不遠喔！ 我阿公植牙的宋醫師會先看你口腔的問題 因為有些人會有牙周病 好像不能植牙之類_吧 像我阿公是口腔沒啥問題 狀況很好就接受了植牙… 而且這家診所植牙不貴 台北的價錢貴的要死= = 我阿公還有用高壓氧植牙 就是好像植完牙後 坐進去那個高壓氧艙 可以讓傷口癒合較快… 至於你說會不會很痛喔 不會很痛吧…線在的技術那麼好了 再植牙的過程中是不會痛得 而且他們有舒眠牙醫 好像是在睡著的情況下植牙 這樣也不用說心裡怕得要死~
,新當代牙醫主要就是做植牙 一些自費的項目 他們的高壓氧植牙在中壢很有名喔~ 診所比較靠近中壢夜市 在同一條路上喔 我覺得你可以先給醫生看一下耶 因為舒眠牙醫這個是要自費 你要評估看需不需要用到這麼大的工程 通常都是植牙 這種手術時間比較久 然後比較可怕才會做舒眠牙醫 像我就是選擇舒眠植牙+高壓氧 舒眠牙醫真的是在你睡著的情況下植牙 所以過程中真的不是很清楚~ 你很勇敢耶 拔牙不會怕 拔牙我反而覺得最不舒服… 尤其是智齒 臉都會腫個幾天 >< http://tw.myblog.yahoo.com/jw!Hus4cR2fHxN6whFkTRreEXWN/ 這是當代牙醫的部落格 滿多資料的~
,如果你有牙周病的話 一定要先治療才能植牙阿 不然你手術的人工牙根到時掉下來怎麼辦.. 骨頭條件本來要好啦~~一步一步慢慢來囉! 如果你要全口植牙的話 價錢當然會不便宜 但你可以問醫師有沒有比較經濟實惠的方法 不一定每個牙齒都要植牙吧… 我媽是去新當代牙醫診所請宋志豪醫師幫他植牙~~ 新當代牙醫診所是專門在做植牙的 他們有一種高壓氧植牙是個很特別的東西喔 有很多醫學美容有高壓氧 但高壓氧植牙是第一次被使用 所以其實我陪我媽媽去看牙的時候 看到這個高壓氧艙都覺得好酷喔…. 而且他們的診所也太大了吧 = = 跟一般小型的牙醫診所不太一樣… 像我媽也是去做高壓氧植牙 雖然他只有做一顆植牙 但是他們植牙完後都一定會請患者到這個高壓氧艙 好像標榜傷口癒合快 吸入的好像是什麼純氧 就是比較不會容易有細菌感染 不然植牙這個手術~~~ 術後保養是非常重要的... 剛有幫您查了一下宋志豪醫師的部落格 應該滿多資訊的 你可以看看 http://tw.myblog.yahoo.com/jw!Hus4cR2fHxN6whFkTRreEXWN/
,植牙需要好好研究而且很重要喔! 我是滿推薦你去新當代牙醫診所的 因為好的植牙診所會推薦符合你個人需求的植牙治療 這邊以我自己的例子推薦給你 因為我本身很怕痛所以看到那間診所不會痛的植牙真的很心動 後來自己也跟你一樣有上網找資料 看到新當代牙醫診所就決定去問問看 他們的服務人員態度超好(不得不稱讚一下)因為我的問題真的很多! 但是就算我有預約，還是要等個20分鐘 人真的很多……………… 諮詢的過程都還不錯 後來決定在新當代牙醫診所做植牙的療程 植牙沒有我想像中的痛但是有一點點腫 所以再植完牙我有去坐高壓氧艙幫助我傷口好快一點 現在牙齒整個超級健康! 不過後續牙齒的保健阿清潔還是要靠自己來才對喔!!
,那你朋友是給哪裡的牙醫診所植牙的阿? 我覺得現在牙醫診所很多 可是真的可以成為植牙權威的感覺好像不多耶 不然你朋友的媽媽植牙怎會被植壞…. 我阿公是去中壢的新當代牙醫診所 我記得院長宋志豪醫師他還有另一家是當代牙醫診所 然後專門在植牙的是在新當代牙醫診所 離的不遠喔！ 我對這不太了解啦 但是好像我媽有認識裡面_誰 後來先給這個醫師檢查一下 宋醫師會先看你口腔的問題 因為有些人會有牙周病 好像不能植牙之類_吧 像我阿公是口腔沒啥問題 狀況很好就接受了植牙… 而且這家診所植牙不貴 台北的價錢貴的要死= = 像我阿光還有用高壓氧植牙 就是好像植完牙後 坐進去那個高壓氧艙 可以讓傷口癒合較快… 你可以先帶你媽媽給宋醫師評估一下~
,如果你要找中壢牙醫診所的話 那可以去新當代牙醫診所植牙阿! 他們除了有舒眠植牙外 還有高壓氧植牙 像舒眠植牙的話是在睡覺的情況下植牙 真的比較沒那麼害怕耶~我自己只有植臼齒而已 我那時候好怕看牙喔 可是起來之後牙齒莫名的就植好了! 會有個麻醉科醫師在旁邊監控啦!~ 而且還要身體檢查 因為每個人體質不同 要知道說麻醉的程度要有多深吧! 新當代牙醫診所設備非常齊全 除了做舒眠植牙外 我後來也有做高壓氧艙 就是幫助傷口癒合的比較好 不會說很容易引起細菌感染 這個需要排時間的喔，因為很多人在那邊植牙 所以你要預約才可以過去~ 做高壓氧艙時間滿久的 裡面還有電視牆可以看 比較不無聊囉！ http://tw.myblog.yahoo.com/jw!Hus4cR2fHxN6whFkTRreEXWN/ 先去看他們的部落格吧 滿多資料的~
,如果是植牙的話我還蠻推薦在中壢的新當代牙醫診所的！ 因為新當代牙醫診所就是專門做高壓氧植牙的~ 之前我去植牙後 有去坐高壓氧艙讓傷口復原更快， 宋志豪醫師說高壓氧艙可以抑制厭氧細菌， 可以避免術後的細菌感染， 而且也復原得比較快呢！ 像你很怕看牙醫的， 選擇這樣的方式也比較有保障~~~ ? 建議你先去給宋醫師諮詢， 清楚一下治療的方式再做決定， 我在植牙之前也常常會去宋醫師的部落格看看， 給你參考一下喔~ http://tw.myblog.yahoo.com/jw!Ro35T6GfHxP8V9HvHEIVoXt7/archive?l=f&id=11
,一間牙醫診所有好的也有差的醫師，如果你朋友在當代牙醫有認識的，請他介紹，不然最好還是不要去這間。 我媽跟我都去過一次，從此沒再去過。我媽那時牙齒不舒服，去當代看，一個女醫師跟我媽說之前的假牙有問題，需要把三顆假牙重做一次，包括已蛀掉那顆，共要做四顆假牙，後來我建議我媽找其他診所再看一次，結果證明當代女醫生在唬爛，為了做業績這樣不擇手段，真是沒醫德。
,"要看你是要看什麼問題而定吧！ ex: 洗牙，補牙，矯正，植牙，牙周病，美白....等等) 每個醫師的專業領域都有所不同 了解自已可能要做些什麼療程時 才有辦法幫你推薦喔~~~ 不過，像我本身的一些療程(補蛀牙之類的) 我是給Dr.林看 普通的療程之外，Dr.林也專攻""矯正"" 因為他會安撫患者的心情 也會給良心的意見啦 那如果是植牙的話 就會推薦Dr.宋 因為技術真的不錯 所以如果你有決定看牙齒的話 真的可以去中壢的 ""當代牙醫 "" 參考資料 自已"
,"當代牙醫挺不錯的,我2顆智齒都在那拔的 找院長...在SOGO中央館附近"
,矯正牙齒費用會跟使用材質、牙齒狀況有關 而且牙齒矯正的費用一向都是不便宜 不過建議不要找太便宜的 以免用到黑心的東西 中壢的中央西路上有間當代牙醫診所很不錯 診所很大間裡面有很多科別的醫師 例如牙周病 植牙 齒顎矯正 兒童牙科等 畢竟分科醫師感覺更專業可以針對不同的症狀做治療 或許可以考慮看看 去做個諮詢多了解 這是診所官網 http://www.modern-dental.com.tw/service_main.htm 提供你參考看看
,希望你有牙齒的問題千萬別輕忽， 推薦你 我的牙醫師 在中壢的當代牙科 宋醫師 03-4948311 希望他能幫助你的問題
,"我推薦你可以去中壢一家""當代牙醫""找他們的院長---宋志豪,聽說他目前是桃園縣植牙植最多顆牙的醫師.. ADD:中壢市中央西路二段45號 TEL:(03)4948311"
,您的問題: 請問在中壢or平鎮有沒有牙周病跟做全口假牙的好醫師? 我推薦 名稱:當代牙醫診所 電話:03-4948311 地址:桃園縣中壢市中央西路二段45號 該診所內牙醫師都有做全口假牙10年以上經驗 有些醫師從長庚.榮總.署立桃園醫院 派來的 有些醫師不但是此診所之醫師ㄝ是 現任敏聖.壢新醫院牙科主任 您可去看看 謝謝~!!!!
,"千萬不要去""當代牙醫"" 我同學也是門牙斷掉 結果去做門牙 真的有夠貴的! 前後根管 也做超級久(根本是A錢 居然有人作根管做到 前後去了8次 ) 希望對你有幫助!!"
